arm,epoch,kind,side,sec,ask,fill_px,p,p_venue,ev,thr,rv60,move_bps,spent,win,pnl
8796,1789794900,EF,DOWN,88,0.44,0.44,0.5438,0.565,0.1875,0.15,0.0008,0,2.99,0,-2.9929
8795,1789796700,EF,DOWN,93.6,0.37,0.37,0.5098,0.635,0.3171,0.25,0.2037,1.16,3,0,-2.9966
8795,1789797300,EF,DOWN,64.6,0.33,0.33,0.5098,0.675,0.4724,0.25,0.2164,-1.23,2.99,1,5.6725
8796,1789797300,EF,DOWN,64.6,0.33,0.33,0.5098,0.675,0.4724,0.25,0.2164,-1.23,2.99,1,5.6725
8795,1789797600,EF,DOWN,75.2,0.38,0.38,0.5098,0.625,0.2834,0.25,0.2417,-0.13,2.99,1,4.5581
8796,1789797600,EF,DOWN,75.2,0.38,0.38,0.5098,0.625,0.2834,0.25,0.2417,-0.13,2.99,1,4.5581
8795,1789799100,EF,UP,175.8,0.46,0.46,0.623,0.455,0.3032,0.25,0.2653,0.37,3,1,3.2834
8796,1789799100,EF,UP,175.7,0.46,0.46,0.623,0.445,0.3032,0.25,0.2368,0.37,3,1,3.2834
8795,1789800000,EF,UP,78.7,0.56,0.56,0.6776,0.555,0.1728,0.15,0.0626,0.69,3,0,-2.9996
8796,1789800000,EF,UP,23.1,0.53,0.53,0.6776,0.525,0.2365,0.15,0.0352,0.28,3,0,-2.9954
8795,1789800600,EF,UP,23.2,0.43,0.43,0.5314,0.425,0.1865,0.15,0.0008,0,2.99,0,-2.9949
8796,1789800600,EF,UP,23.2,0.43,0.43,0.5314,0.425,0.1865,0.15,0.0009,0,2.99,0,-2.9949
8795,1789800900,EF,UP,135.4,0.56,0.56,0.6776,0.555,0.1728,0.15,0.1636,0.57,3,0,-2.9996
8796,1789800900,EF,UP,119.7,0.56,0.56,0.6776,0.555,0.1728,0.15,0.1252,-0.47,3,0,-2.9996
8796,1789801500,EF,UP,215.7,0.47,0.47,0.5896,0.46,0.2079,0.15,0.004,0.03,1.56,1,1.6402
8795,1789803000,EF,DOWN,67.3,0.47,0.47,0.5943,0.535,0.2176,0.15,0.1629,0.27,3,0,-2.9972
8796,1789803000,EF,DOWN,67.3,0.47,0.47,0.5943,0.535,0.2176,0.15,0.1629,0.27,3,0,-2.9972
8795,1789803600,EF,UP,45.3,0.54,0.54,0.6776,0.535,0.2144,0.15,0.1594,1.24,2.99,1,2.377
8796,1789803600,EF,UP,45.3,0.54,0.54,0.6776,0.535,0.2144,0.15,0.1594,1.24,2.99,1,2.377
8795,1789804200,EF,UP,83.9,0.47,0.47,0.623,0.465,0.2764,0.15,0.1542,1.2,3,1,3.1517
8796,1789804200,EF,UP,83.7,0.47,0.47,0.6324,0.465,0.2955,0.15,0.1542,1.2,3,1,3.1517
8795,1789804500,EF,DOWN,123.2,0.4,0.4,0.5402,0.605,0.2937,0.25,0.4994,-0.64,2.99,0,-2.9905
8796,1789804500,EF,DOWN,187.7,0.36,0.36,0.5098,0.645,0.3527,0.15,0.0947,-1.63,3,0,-5.9955
8796,1789804500,REVERSAL,DOWN,124.2,,0.42,0.6097,,,0,,,3,0,-5.9955
8795,1789805100,EF,DOWN,59.6,0.48,0.48,0.5943,0.525,0.1931,0.15,0.1459,-1.78,3,0,-2.9952
8796,1789805100,EF,DOWN,59.6,0.46,0.46,0.5755,0.545,0.2037,0.15,0.1459,-1.78,3,0,-2.9992
8795,1789805700,EF,UP,193.9,0.42,0.42,0.5694,0.415,0.3007,0.25,0.2326,-0.49,3,0,-2.9969
8796,1789805700,EF,UP,193.7,0.42,0.42,0.5694,0.415,0.3007,0.25,0.2664,-0.49,3,0,-2.9969
8795,1789806600,EF,DOWN,164.1,0.38,0.38,0.5098,0.665,0.2834,0.25,0.2425,-1.3,2.99,0,-2.9946
8796,1789806600,EF,DOWN,179,0.38,0.38,0.5098,0.625,0.2834,0.25,0.2425,-1.3,2.99,0,-2.9946
8795,1789806900,EF,DOWN,155.6,0.33,0.33,0.5438,0.675,0.5707,0.25,0.2944,-1.21,2.99,0,-2.9941
8796,1789806900,EF,DOWN,155.5,0.33,0.33,0.5098,0.675,0.4724,0.25,0.2371,-0.6,2.99,0,-2.9941
8795,1789807200,EF,UP,84.5,0.42,0.42,0.5314,0.415,0.2139,0.15,0.1124,-1.56,3,0,-2.9969
8796,1789807200,EF,UP,84.6,0.42,0.42,0.5314,0.415,0.2139,0.15,0.1124,-1.56,3,0,-2.9969
8795,1789807800,EF,UP,69.6,0.57,0.5702,0.7167,0.565,0.2195,0.15,0.1092,0.86,3,0,-2.9975
8796,1789807800,EF,UP,66.6,0.56,0.5663,0.6776,0.555,0.1728,0.15,0.0008,0,3,0,-2.9984
8795,1789808100,EF,UP,67.8,0.4,0.4,0.5694,0.39,0.3638,0.25,0.2024,1.5,2.99,0,-2.9905
8796,1789808100,EF,UP,68.1,0.4,0.4044,0.5694,0.395,0.3638,0.25,0.2025,1.5,2.99,0,-2.9897
8795,1789809300,EF,UP,82.7,0.42,0.42,0.5694,0.41,0.3007,0.15,0.1072,-0.17,3,0,-2.9969
8796,1789809300,EF,UP,82.2,0.41,0.4128,0.5694,0.405,0.3315,0.15,0.1072,-0.17,3,0,-2.9984
8795,1789810500,EF,DOWN,151.3,0.43,0.43,0.5755,0.575,0.2849,0.25,0.3752,-2.7,2.99,0,-2.9949
8796,1789810500,EF,DOWN,151.5,0.43,0.43,0.5909,0.575,0.3194,0.25,0.357,-2.7,2.99,0,-2.9949
8795,1789811400,EF,UP,81.4,0.45,0.45,0.5896,0.445,0.2597,0.15,0.1307,-0.45,2.99,0,-2.9909
8796,1789811400,EF,UP,81.6,0.45,0.45,0.5896,0.445,0.2597,0.15,0.1307,-0.45,2.99,0,-2.9909
8795,1789811700,EF,UP,121.9,0.57,0.57,0.7167,0.565,0.2195,0.15,0.1097,0.98,3,1,2.1077
8796,1789811700,EF,UP,121.7,0.57,0.57,0.7167,0.565,0.2195,0.15,0.0782,0.74,3,1,2.1077
8795,1789812000,EF,UP,190,0.43,0.43,0.5694,0.425,0.2714,0.15,0.0007,0.6,2.99,0,-2.9949
8796,1789812000,EF,UP,189.9,0.42,0.42,0.5314,0.415,0.2139,0.15,0.0007,0.6,3,0,-2.9969
8795,1789812300,EF,UP,62,0.54,0.54,0.7167,0.535,0.2844,0.25,0.1748,1.79,2.99,0,-2.9934
8796,1789812300,EF,UP,62.3,0.54,0.54,0.7167,0.535,0.2844,0.25,0.2089,1.79,2.99,0,-2.9934
8796,1789812600,EF,UP,19.2,0.54,0.54,0.6776,0.535,0.2144,0.15,0.0979,0.16,2.99,1,2.377
8796,1789813200,REVERSAL,DOWN,221.1,,0.31,0.7087,,,0,,,3,0,-2.9981
8795,1789813500,EF,DOWN,94.1,0.43,0.43,0.5438,0.575,0.2142,0.15,0.0708,-0.99,2.99,0,-2.9949
8796,1789813500,EF,DOWN,94.2,0.43,0.43,0.5438,0.575,0.2142,0.15,0.0999,-1.23,2.99,0,-2.9949
8795,1789813800,EF,UP,94.3,0.45,0.4522,0.5694,0.445,0.2167,0.15,0.0888,-0.61,2.99,0,-2.9904
8796,1789813800,EF,DOWN,126.8,0.48,0.48,0.6416,0.525,0.2879,0.25,0.237,-2.81,3,1,3.0256
8795,1789814400,EF,UP,35.9,0.42,0.4247,0.5314,0.415,0.2139,0.15,0.1385,0.49,3,1,3.7847
8796,1789814400,EF,UP,39.4,0.56,0.56,0.6776,0.555,0.1728,0.15,0.1297,0.72,3,1,2.1968
8795,1789815300,EF,DOWN,204,0.4,0.4,0.5438,0.605,0.3025,0.15,0.0353,-2.21,2.99,1,4.1845
8796,1789815300,EF,DOWN,44,0.4,0.4,0.5402,0.635,0.2937,0.25,0.4693,-3.38,2.23,1,3.126
8795,1789815900,EF,UP,170.7,0.44,0.44,0.623,0.435,0.3605,0.25,0.2187,0.29,2.99,1,3.5526
8796,1789815900,EF,DOWN,68.1,0.51,0.51,0.6272,0.495,0.1876,0.15,0.126,-0.98,3,0,-2.9995
8795,1789816500,EF,UP,144,0.29,0.29,0.5314,0.285,0.7413,0.25,0.6151,3.5,2.99,1,6.8359
8796,1789816500,EF,UP,144.2,0.29,0.29,0.5694,0.285,0.866,0.25,0.6153,3.51,2.99,1,6.8359
8795,1789816800,EF,UP,66.4,0.47,0.47,0.623,0.465,0.2764,0.15,0.1542,1.59,3,1,3.1517
8796,1789816800,EF,UP,66.3,0.47,0.47,0.623,0.465,0.2764,0.15,0.1542,1.59,3,1,3.1517
8795,1789817700,EF,UP,76.5,0.5,0.5,0.623,0.495,0.2024,0.15,0.0887,0.69,2.99,1,2.7889
8796,1789817700,EF,UP,76.6,0.5,0.5,0.623,0.495,0.2024,0.15,0.0887,0.69,2.99,1,2.7889
8795,1789818300,EF,UP,19.8,0.43,0.43,0.5314,0.425,0.1865,0.15,0.0008,0,2.99,1,3.7028
8796,1789818300,EF,UP,19.8,0.43,0.43,0.5314,0.425,0.1865,0.15,0.0008,0,2.99,1,3.7028
8795,1789818600,EF,UP,26,0.54,0.54,0.6776,0.535,0.2144,0.15,0.0007,0,2.99,1,2.377
8796,1789818600,EF,UP,26,0.54,0.54,0.6776,0.535,0.2144,0.15,0.0007,0,2.99,1,2.377
8795,1789818900,EF,UP,19.5,0.48,0.48,0.5896,0.475,0.1836,0.15,0.0009,0,3,1,3.0256
8796,1789818900,EF,UP,19.7,0.48,0.48,0.5896,0.475,0.1836,0.15,0.0009,0,3,1,3.0256
8795,1789819200,EF,UP,15.7,0.55,0.55,0.6776,0.545,0.1932,0.15,0.0297,0.33,2.99,1,2.2814
8796,1789819200,EF,UP,15.7,0.55,0.55,0.6776,0.545,0.1932,0.15,0.0297,0.33,2.99,1,2.2814
8795,1789819800,EF,UP,127.7,0.4,0.4,0.5694,0.395,0.3638,0.25,0.546,0.83,2.99,1,4.1845
8796,1789819800,EF,DOWN,122.9,0.4,0.4,0.5438,0.605,0.3025,0.25,0.3929,-1.43,2.99,0,-2.9905
8795,1789820100,EF,UP,15.2,0.47,0.47,0.5896,0.465,0.2079,0.15,0.1096,0,3,0,-2.9972
8796,1789820100,EF,UP,15.2,0.47,0.47,0.5896,0.465,0.2079,0.15,0.1096,0,3,0,19.0984
8796,1789820100,REVERSAL,DOWN,184.3,,0.1124,0.8971,,,0,,,3,1,19.0984
8795,1789820700,EF,UP,34.1,0.43,0.43,0.5694,0.425,0.2714,0.15,0.0007,0,2.24,0,-2.2358
8796,1789820700,EF,UP,34.3,0.49,0.49,0.623,0.485,0.2261,0.15,0.0007,0,2.99,0,-2.9932
8795,1789821000,EF,UP,65.2,0.56,0.56,0.6776,0.555,0.1728,0.15,0.1492,1.64,3,1,2.1968
8796,1789821000,EF,UP,65.2,0.56,0.56,0.6776,0.555,0.1728,0.15,0.1492,1.64,3,1,2.1968
8795,1789821900,EF,DOWN,182.4,0.44,0.44,0.5438,0.565,0.1875,0.15,0.1581,-1.24,2.99,1,3.5526
8796,1789821900,EF,DOWN,182.4,0.44,0.44,0.5438,0.565,0.1875,0.15,0.0616,-0.48,2.99,1,3.5526
8795,1789822800,EF,UP,125.7,0.51,0.51,0.6776,0.505,0.2831,0.25,0.4694,0.24,3,1,2.6868
8796,1789822800,EF,UP,126.6,0.51,0.51,0.6776,0.505,0.2831,0.25,0.5002,0.24,3,1,2.6868
8795,1789824300,EF,UP,26.5,0.56,0.56,0.6776,0.555,0.1728,0.15,0.0865,0,3,0,-2.9996
8796,1789824300,EF,UP,26.5,0.56,0.56,0.6776,0.555,0.1728,0.15,0.0865,0,3,0,-2.9996
8795,1789824600,EF,UP,91.7,0.3,0.3,0.5314,0.295,0.6845,0.25,0.6476,3.01,2.99,1,6.5103
8796,1789824600,EF,UP,91.7,0.3,0.3,0.5314,0.295,0.6845,0.25,0.648,3.02,2.99,1,9.1234
8796,1789824600,REVERSAL,UP,92.5,,0.46,0.832,,,0,,,2.39,1,9.1234
8795,1789825200,EF,UP,32.4,0.56,0.56,0.6776,0.555,0.1728,0.15,0.0107,0.08,3,0,-2.9996
8796,1789825200,EF,UP,32.4,0.56,0.56,0.6776,0.555,0.1728,0.15,0.0107,0.08,3,0,-2.9996
8795,1789825800,EF,UP,140.1,0.44,0.44,0.623,0.43,0.3605,0.25,0.2064,-0.22,2.99,1,3.5526
8796,1789825800,EF,UP,140.8,0.44,0.44,0.623,0.43,0.3605,0.25,0.225,-0.12,2.99,1,3.5526
8795,1789826100,EF,UP,82.5,0.51,0.51,0.623,0.505,0.1797,0.15,0.0778,-2.68,3,1,2.6868
8796,1789826100,EF,UP,82.6,0.51,0.51,0.623,0.505,0.1797,0.15,0.0789,-2.66,3,1,2.6868
8795,1789827000,EF,UP,94.5,0.56,0.56,0.6776,0.55,0.1728,0.15,0.0008,0.49,3,0,-2.9996
8796,1789827000,EF,UP,96,0.56,0.56,0.6776,0.55,0.1728,0.15,0.0009,0.49,3,0,-2.9996
8795,1789827600,EF,DOWN,132.8,0.4,0.4,0.5402,0.605,0.2937,0.25,0.6139,0,2.99,0,-2.9905
8795,1789828200,EF,DOWN,234.1,0.3,0.3,0.5098,0.71,0.6161,0.25,0.9079,-1.25,1.57,1,3.4265
8796,1789828200,EF,DOWN,234.4,0.24,0.2457,0.5098,0.765,1.0112,0.25,0.9846,-3.7,2.99,1,8.5701
8795,1789828500,EF,UP,45.7,0.5,0.5,0.623,0.495,0.2024,0.15,0.0787,0.17,2.99,0,-2.9912
8796,1789828500,EF,UP,45.6,0.5,0.5,0.623,0.495,0.2024,0.15,0.0788,0.17,2.99,0,-2.9912
8795,1789829100,EF,UP,15.3,0.51,0.51,0.6776,0.505,0.2831,0.25,0.3142,4.07,3,0,-2.9995
8796,1789829100,EF,UP,15.1,0.51,0.51,0.6776,0.505,0.2831,0.25,0.2881,4.07,3,0,-2.9995
8795,1789829400,EF,UP,61,0.51,0.51,0.623,0.505,0.1797,0.15,0.1177,0.54,3,0,-2.9995
8796,1789829400,EF,UP,60.8,0.49,0.49,0.623,0.485,0.2261,0.15,0.1398,0.54,2.99,0,-5.9861
8796,1789829400,REVERSAL,UP,204.1,,0.44,0.6036,,,0,,,2.99,0,-5.9861
8795,1789829700,EF,UP,206.4,0.42,0.42,0.623,0.415,0.4232,0.25,0.3884,1.81,3,1,3.8602
8796,1789829700,EF,UP,206.5,0.51,0.51,0.6776,0.505,0.2831,0.25,0.3884,1.81,3,1,2.6868
8796,1789830600,EF,UP,21.4,0.51,0.51,0.6776,0.505,0.2831,0.25,0.662,-1.99,0.81,1,0.7229
8795,1789830900,EF,DOWN,135.1,0.4,0.4,0.5909,0.605,0.4152,0.25,0.5087,1.22,2.99,1,4.1845
8796,1789830900,EF,DOWN,135,0.4,0.4,0.5438,0.605,0.3025,0.25,0.4864,1.71,2.99,1,4.1845
8795,1789831200,EF,UP,60.4,0.5,0.5,0.6776,0.495,0.3078,0.25,0.3296,0.67,2.99,1,2.7889
8796,1789831200,EF,UP,59.4,0.37,0.37,0.5314,0.365,0.3729,0.25,0.3296,0.67,3,1,9.6542
8796,1789831200,REVERSAL,UP,152.3,,0.3637,0.6357,,,0,,,3,1,9.6542
8795,1789832100,EF,UP,17.4,0.44,0.44,0.5694,0.435,0.2434,0.15,0.0007,0,2.99,1,3.5526
8796,1789832100,EF,UP,21,0.5,0.5,0.623,0.495,0.2024,0.15,0.0008,0,2.59,1,2.4125
8795,1789833000,EF,UP,66.4,0.46,0.46,0.623,0.455,0.3032,0.25,0.1815,3.7,3,1,3.2834
8796,1789833000,EF,UP,66.3,0.47,0.47,0.623,0.465,0.2764,0.25,0.1815,3.7,3,1,3.1517
8795,1789833600,EF,DOWN,34,0.37,0.37,0.5098,0.64,0.3171,0.25,0.3527,-0.74,3,1,4.7602
8796,1789833600,EF,DOWN,34.5,0.37,0.37,0.5098,0.64,0.3171,0.25,0.3104,-0.73,3,1,4.7602
8796,1789834200,EF,UP,15.1,0.37,0.37,0.623,0.365,0.6096,0.25,0.9122,4.91,3,1,4.7602
8796,1789834500,EF,DOWN,75.4,0.4,0.4022,0.5438,0.605,0.3025,0.25,0.2924,-0.51,2.99,0,-2.9901
8795,1789834800,EF,UP,127,0.55,0.55,0.6776,0.545,0.1932,0.15,0.1406,0.18,2.99,1,2.2814
8796,1789834800,EF,UP,126.6,0.55,0.5518,0.6776,0.545,0.1932,0.15,0.0936,-0.31,2.99,1,2.2642
8795,1789835100,EF,DOWN,59.4,0.4,0.4,0.5402,0.605,0.2937,0.25,0.3141,-0.16,2.99,0,-2.9905
8796,1789835100,EF,DOWN,211.4,0.38,0.38,0.5438,0.625,0.369,0.25,0.3218,-1.14,2.99,0,-2.9946
8796,1789835700,EF,DOWN,94.9,0.48,0.48,0.6416,0.525,0.2879,0.25,0.4222,-2.64,3,1,3.0256
8795,1789837500,EF,UP,121.7,0.48,0.48,0.6776,0.475,0.3603,0.25,0.221,3.18,3,1,3.0256
8796,1789837500,EF,UP,121.3,0.48,0.48,0.6776,0.475,0.3603,0.25,0.221,3.18,3,1,3.0256
8796,1789839000,EF,UP,191.1,0.51,0.51,0.6776,0.5,0.2831,0.25,0.4128,2.46,3,1,2.6868
8796,1789841400,EF,DOWN,126.9,0.53,0.53,0.7346,0.49,0.3404,0.25,0.3394,-7.64,2.74,1,2.2628
8795,1789842900,EF,UP,225.7,0.51,0.51,0.623,0.3,0.1797,0.15,0.0484,6.39,2.64,1,2.3625
8796,1789842900,EF,UP,225.8,0.51,0.51,0.623,0.3,0.1797,0.15,0.0445,6.39,2.64,1,2.3625
8795,1789844700,EF,UP,40.4,0.56,0.56,0.6776,0.55,0.1728,0.15,0.0142,0.11,3,0,-2.9996
8796,1789844700,EF,DOWN,121.3,0.5,0.5,0.6272,0.505,0.2104,0.15,0.1542,-0.96,2.99,1,2.7889
8795,1789845000,EF,UP,111.8,0.51,0.51,0.623,0.505,0.1797,0.15,0.1352,-0.15,3,0,-2.9995
8796,1789845000,EF,UP,111.9,0.51,0.51,0.623,0.505,0.1797,0.15,0.1352,-0.15,3,0,-2.9995
8795,1789846500,EF,DOWN,109,0.5,0.5,0.6272,0.51,0.2104,0.15,0.1067,-1.39,2.99,1,2.7889
8796,1789846500,EF,DOWN,183.4,0.5,0.5,0.632,0.51,0.2198,0.15,0.1205,-2.58,2.99,1,2.7889
8795,1789846800,EF,UP,55.5,0.51,0.51,0.623,0.5,0.1797,0.15,0.1393,1.48,2.64,0,-2.6375
8796,1789846800,EF,UP,55.5,0.51,0.51,0.623,0.5,0.1797,0.15,0.1377,1.48,2.64,0,0.0364
8796,1789846800,REVERSAL,DOWN,225.6,,0.5112,0.6412,,,0,,,3,1,0.0364
8795,1789847100,EF,UP,130.2,0.51,0.51,0.623,0.495,0.1797,0.15,0.0008,2.5,2.64,1,2.3625
8796,1789847100,EF,UP,150.3,0.51,0.51,0.6776,0.495,0.2831,0.15,0.0007,2.5,2.64,1,2.3625
8795,1789847400,EF,UP,36.3,0.51,0.5112,0.623,0.49,0.1797,0.15,0.0114,0.09,3,1,2.6738
8796,1789847400,EF,UP,36.3,0.51,0.5112,0.623,0.49,0.1797,0.15,0.011,0.09,3,1,2.6738
8795,1789848600,EF,UP,193.6,0.54,0.54,0.6776,0.535,0.2144,0.15,0.1017,-0.52,2.99,0,-2.9934
8796,1789848600,EF,UP,193.7,0.56,0.56,0.6776,0.55,0.1728,0.15,0.0992,-0.52,3,0,-2.9996
8795,1789849800,EF,UP,84.1,0.39,0.39,0.623,0.385,0.5293,0.25,0.3861,3.13,2.99,0,-2.9926
8796,1789849800,EF,UP,84.2,0.39,0.39,0.5896,0.385,0.4472,0.25,0.3861,3.13,2.99,0,-2.9926
8795,1789850100,EF,UP,102.9,0.46,0.462,0.5694,0.455,0.1911,0.15,0.0009,0,3,1,3.2565
8796,1789850100,EF,UP,102.9,0.46,0.462,0.5694,0.455,0.1911,0.15,0.0009,0,3,1,3.2565
8795,1789850700,EF,DOWN,57.4,0.35,0.35,0.5438,0.655,0.4831,0.25,0.5487,-4.53,2.99,1,5.1813
8796,1789850700,EF,DOWN,57.2,0.35,0.35,0.5098,0.655,0.3903,0.25,0.4903,-4.06,2.99,1,5.1813
8795,1789851300,EF,DOWN,31.3,0.44,0.44,0.5943,0.565,0.2978,0.25,0.31,-2.46,2.99,0,-2.9929
8795,1789851900,EF,UP,39.8,0.39,0.39,0.5314,0.385,0.3044,0.15,0.0007,0,2.99,0,-2.9926
8796,1789851900,EF,UP,39,0.39,0.39,0.5314,0.385,0.3044,0.15,0.0007,0,2.99,0,-2.9926
8795,1789852500,EF,UP,135.1,0.55,0.55,0.6776,0.545,0.1932,0.15,0.0908,1.73,2.99,0,-2.9913
8796,1789852500,EF,UP,135.2,0.55,0.55,0.6776,0.545,0.1932,0.15,0.0906,1.73,2.99,0,-2.9913
8796,1789853700,REVERSAL,UP,204.6,,0.14,0.607,,,0,,,2.99,1,17.1531
8796,1789854000,EF,UP,37.4,0.39,0.39,0.5314,0.385,0.3044,0.25,0.4225,0.65,2.99,0,-2.9926
8795,1789854600,EF,DOWN,21.2,0.48,0.48,0.5943,0.525,0.1931,0.15,0.1537,-0.74,3,0,-2.9952
8796,1789854600,EF,DOWN,21.4,0.48,0.48,0.5943,0.525,0.1931,0.15,0.1569,-0.74,3,0,-2.9952
8795,1789854900,EF,DOWN,125.7,0.39,0.3932,0.5098,0.615,0.2514,0.15,0.1263,-0,2.99,1,4.3081
8796,1789854900,EF,DOWN,125.4,0.41,0.41,0.5098,0.595,0.1921,0.15,0.1022,0.6,3,1,4.0255
8795,1789856100,EF,UP,17.9,0.56,0.56,0.6776,0.555,0.1728,0.15,0.1281,0.74,3,1,2.1968
8796,1789856100,EF,UP,17.9,0.56,0.56,0.6776,0.555,0.1728,0.15,0.1281,0.74,3,1,2.1968
8795,1789856400,EF,DOWN,62.2,0.48,0.48,0.5909,0.525,0.1862,0.15,0.1663,-0.16,3,0,-2.9952
8796,1789856400,EF,DOWN,60.4,0.4,0.4,0.5098,0.61,0.221,0.15,0.1663,-0.16,2.99,0,-2.9905
8795,1789857000,EF,UP,64.6,0.4,0.4,0.5314,0.395,0.2727,0.15,0.1121,1.39,2.99,1,4.1845
8796,1789857000,EF,UP,64.5,0.4,0.4,0.5314,0.395,0.2727,0.15,0.112,1.39,2.99,1,4.1845
8795,1789858200,EF,UP,163.7,0.56,0.56,0.6776,0.555,0.1728,0.15,0.0007,0,3,1,2.1968
8796,1789858200,EF,UP,163.6,0.46,0.46,0.5694,0.455,0.1911,0.15,0.0007,0,3,1,3.2834
8795,1789858500,EF,DOWN,91.6,0.39,0.39,0.5755,0.615,0.4126,0.25,0.3781,-1.97,2.99,0,-2.9926
8796,1789858500,EF,DOWN,91.5,0.39,0.39,0.5909,0.615,0.4505,0.25,0.3783,-1.97,2.99,0,-2.9926
8795,1789859100,EF,DOWN,97.3,0.44,0.44,0.5402,0.565,0.1796,0.15,0.0008,0.74,2.99,1,3.5526
8796,1789859100,EF,DOWN,97,0.44,0.44,0.5402,0.565,0.1796,0.15,0.0008,0.74,2.99,1,3.5526
8795,1789860000,EF,DOWN,102.5,0.51,0.51,0.6272,0.495,0.1876,0.15,0.0982,-0.03,3,1,2.6868
8796,1789860000,EF,DOWN,102.5,0.51,0.51,0.6272,0.495,0.1876,0.15,0.1025,-0.03,3,1,2.6868
8795,1789860300,EF,DOWN,99.8,0.57,0.5702,0.6975,0.44,0.1868,0.15,0.038,-1.72,3,0,-2.9975
8796,1789860300,EF,DOWN,99.8,0.56,0.56,0.6975,0.445,0.2071,0.15,0.038,-1.72,3,0,-2.9996
8795,1789860600,EF,DOWN,72.3,0.43,0.43,0.5438,0.575,0.2142,0.15,0.0209,0,2.99,0,-2.9949
8796,1789860600,EF,DOWN,72.3,0.43,0.43,0.5438,0.575,0.2142,0.15,0.0209,0,2.99,0,-2.9949
8795,1789860900,EF,DOWN,163.4,0.44,0.44,0.6272,0.575,0.3695,0.25,0.3373,-1.81,2.99,1,3.5526
8796,1789860900,EF,DOWN,163.3,0.39,0.39,0.5943,0.615,0.4589,0.25,0.337,-1.81,2.99,1,4.3664
8795,1789861500,EF,UP,27.9,0.51,0.51,0.623,0.505,0.1797,0.15,0.1294,1.26,3,1,2.6868
8796,1789861500,EF,UP,28.2,0.51,0.51,0.623,0.505,0.1797,0.15,0.1307,1.27,3,1,2.6868
8795,1789861800,EF,DOWN,96.2,0.57,0.57,0.6975,0.435,0.1868,0.15,0.0007,-0,3,0,-2.9976
8796,1789861800,EF,DOWN,96.2,0.57,0.57,0.6975,0.435,0.1868,0.15,0.0007,-0,3,0,-2.9976
8795,1789865400,EF,DOWN,26.3,0.51,0.51,0.6272,0.495,0.1876,0.15,0.0227,0,3,0,-2.9995
8796,1789865400,EF,DOWN,26.3,0.51,0.51,0.6272,0.495,0.1876,0.15,0.0227,0,3,0,-2.9995
8795,1789867200,EF,DOWN,222.8,0.51,0.51,0.6975,0.5,0.3207,0.25,0.1887,-1.34,3,1,2.6868
8796,1789867200,EF,DOWN,222.5,0.5,0.5,0.6975,0.515,0.3461,0.25,0.2383,-1.34,2.99,1,15.9307
8796,1789867200,REVERSAL,DOWN,222.2,,0.1167,0.8136,,,0,,,1.86,1,15.9307
8795,1789869000,EF,UP,187.7,0.47,0.47,0.623,0.465,0.2764,0.15,0.1377,0.71,3,0,-2.9972
8796,1789869000,EF,UP,188,0.41,0.41,0.5314,0.4,0.2426,0.15,0.1357,0.71,3,0,-2.9989
8795,1789869300,EF,DOWN,30.7,0.47,0.47,0.5943,0.535,0.2176,0.15,0.018,-0.16,3,0,-2.9972
8796,1789869300,EF,DOWN,30.8,0.47,0.47,0.5909,0.535,0.2106,0.15,0.018,-0.16,3,0,-2.9972
8796,1789869600,EF,DOWN,40.8,0.47,0.47,0.6272,0.535,0.2849,0.25,0.2857,-1.73,3,0,-2.9972
8795,1789869900,EF,UP,75.5,0.45,0.45,0.5694,0.445,0.2167,0.15,0.1434,1.59,2.99,0,-2.9909
8796,1789869900,EF,UP,75.6,0.45,0.45,0.5694,0.445,0.2167,0.15,0.1435,1.59,2.99,0,-2.9909
8795,1789870500,EF,DOWN,126.4,0.25,0.25,0.5438,0.755,1.0611,0.25,0.7078,-3.65,3,1,8.4004
8796,1789870500,EF,DOWN,126.5,0.25,0.25,0.5438,0.755,1.0611,0.25,0.7089,-3.66,3,1,8.4004
8795,1789871700,EF,UP,121.1,0.45,0.45,0.5896,0.445,0.2597,0.15,0.1472,1.71,2.99,1,3.4091
8796,1789871700,EF,UP,121.2,0.45,0.45,0.5694,0.445,0.2167,0.15,0.1474,1.71,2.99,1,3.4091
8795,1789872300,EF,UP,72.4,0.37,0.37,0.5314,0.365,0.3729,0.25,1.6338,2.19,3,0,-2.9966
8796,1789872300,EF,UP,72.3,0.37,0.37,0.5314,0.365,0.3729,0.25,1.5599,2.19,3,0,-2.9966
8795,1789872900,EF,DOWN,62.4,0.35,0.35,0.5098,0.655,0.3903,0.25,1.0192,-1.98,2.99,1,5.1813
8796,1789872900,EF,DOWN,62.5,0.35,0.35,0.5098,0.655,0.3903,0.25,1.0198,-1.98,2.99,1,5.1813
8795,1789873200,EF,DOWN,109.2,0.3,0.3,0.5098,0.705,0.6161,0.25,0.8878,1.11,2.99,0,-2.9897
8796,1789873200,EF,DOWN,109.2,0.3,0.3,0.5098,0.705,0.6161,0.25,0.929,0.44,2.99,0,-2.9897
8795,1789874100,EF,UP,81.8,0.36,0.36,0.5314,0.355,0.41,0.25,0.9641,0.1,3,1,4.9736
8796,1789874100,EF,UP,81.6,0.34,0.34,0.5694,0.335,0.5974,0.25,0.9499,0.09,2.99,1,5.4196
8795,1789874700,EF,DOWN,69.8,0.44,0.44,0.5909,0.565,0.2903,0.25,0.5185,-2.61,2.99,1,3.5526
