arm,epoch,kind,side,sec,ask,fill_px,p,p_venue,ev,thr,rv60,move_bps,spent,win,pnl
8796,1789669200,EF,DOWN,209.5,0.35,0.35,0.5438,0.655,0.4831,0.25,0.2376,-1.51,2.99,0,-2.9901
8795,1789669500,EF,UP,20.9,0.48,0.48,0.5896,0.475,0.1836,0.15,0.134,0.46,3,0,-2.9952
8796,1789669500,EF,UP,21,0.49,0.49,0.623,0.485,0.2261,0.15,0.1339,0.46,2.99,0,-2.9932
8795,1789670100,EF,UP,39,0.35,0.35,0.5314,0.345,0.4492,0.25,0.4032,4.45,2.99,0,-2.9901
8795,1789670700,EF,UP,27.3,0.54,0.54,0.6776,0.535,0.2144,0.15,0.1191,0.16,2.99,1,2.377
8796,1789670700,EF,DOWN,103.7,0.37,0.37,0.5098,0.635,0.3171,0.25,0.6556,1.72,3,0,-2.9966
8795,1789671600,EF,UP,154.4,0.45,0.45,0.6024,0.445,0.2871,0.25,0.3175,1.7,2.99,0,-2.9909
8796,1789671600,EF,UP,55.9,0.5,0.5,0.623,0.495,0.2024,0.15,0.1312,0.4,2.99,0,-2.9912
8796,1789671900,EF,UP,17.9,0.56,0.56,0.6776,0.555,0.1728,0.15,0.1593,0,3,0,-2.9996
8795,1789672200,EF,UP,43.9,0.56,0.56,0.6776,0.555,0.1728,0.15,0.1382,1.54,3,0,-2.9996
8796,1789672200,EF,UP,18.6,0.49,0.49,0.6,0.485,0.1808,0.15,0.0009,0,2.99,0,-2.9932
8795,1789673400,EF,DOWN,140.8,0.52,0.521,0.7164,0.485,0.3314,0.25,0.4034,-2.24,3,0,-2.9972
8796,1789673400,EF,DOWN,151.5,0.53,0.53,0.6975,0.475,0.2727,0.25,0.358,-2.24,3,0,-2.9954
8795,1789674300,EF,DOWN,42.5,0.48,0.48,0.5909,0.525,0.1862,0.15,0.145,-0.47,3,1,3.0256
8795,1789675800,EF,UP,82.1,0.49,0.49,0.6776,0.485,0.3335,0.15,0.1004,0.78,2.99,1,2.9048
8796,1789675800,EF,UP,82.1,0.49,0.49,0.6776,0.485,0.3335,0.15,0.1004,0.78,2.99,1,2.9048
8795,1789676700,EF,UP,65.7,0.46,0.46,0.623,0.455,0.3032,0.25,0.2168,-0,3,0,-2.9992
8796,1789676700,EF,UP,122.7,0.56,0.56,0.6776,0.555,0.1728,0.15,0.1354,0.49,3,0,-2.9996
8795,1789677300,EF,DOWN,67,0.35,0.35,0.5098,0.655,0.3903,0.15,0.1608,0.82,2.99,1,5.1813
8796,1789677300,EF,DOWN,67.2,0.35,0.35,0.5098,0.655,0.3903,0.15,0.1667,0.77,2.99,1,5.1813
8796,1789678200,EF,UP,112.6,0.46,0.46,0.623,0.45,0.3032,0.25,0.5461,0.73,3,0,-2.9992
8795,1789678500,EF,UP,137.3,0.5,0.5,0.623,0.495,0.2024,0.15,0.125,-0.19,2.99,1,2.7889
8796,1789678500,EF,UP,137.3,0.5,0.5,0.623,0.495,0.2024,0.15,0.125,-0.19,2.99,1,2.7889
8795,1789678800,EF,DOWN,177.5,0.31,0.31,0.5438,0.695,0.6695,0.25,1.0044,-1.32,1.62,1,3.3751
8796,1789678800,EF,DOWN,179.4,0.52,0.52,0.6975,0.485,0.2962,0.25,0.9403,-1.72,3,1,2.5795
8795,1789679400,EF,DOWN,15.1,0.48,0.48,0.5943,0.525,0.1931,0.15,0.0008,0,3,1,3.0256
8796,1789679400,EF,DOWN,15.1,0.48,0.48,0.5943,0.525,0.1931,0.15,0.0008,0,3,1,3.0256
8795,1789680900,EF,UP,77.4,0.37,0.37,0.5694,0.365,0.4711,0.25,0.4089,2.72,3,1,4.7602
8796,1789680900,EF,UP,77.5,0.37,0.37,0.5694,0.365,0.4711,0.25,0.4095,2.72,3,1,4.7602
8795,1789681800,EF,DOWN,26.9,0.43,0.43,0.5943,0.575,0.327,0.15,0.1612,-1.26,2.99,1,3.7028
8796,1789681800,EF,DOWN,26.8,0.42,0.4227,0.5943,0.585,0.3576,0.15,0.1612,-1.26,3,1,3.8176
8795,1789682100,EF,DOWN,94.8,0.56,0.56,0.7164,0.445,0.2399,0.15,0.1126,-3.18,3,1,2.1968
8796,1789682100,EF,DOWN,94.6,0.56,0.56,0.7346,0.445,0.2714,0.15,0.1126,-3.18,3,1,2.1968
8796,1789682400,REVERSAL,UP,92.2,,0.46,0.7071,,,0,,,3,0,-2.9992
8796,1789682700,EF,DOWN,199.8,0.32,0.32,0.5943,0.81,0.7689,0.25,1.0132,-2.12,3,1,12.169
8796,1789682700,REVERSAL,DOWN,200.4,,0.31,0.6972,,,0,,,3,1,12.169
8795,1789683000,EF,DOWN,179.9,0.34,0.3425,0.5098,0.665,0.4301,0.25,0.2787,0.59,2.99,0,-2.9916
8796,1789683000,EF,DOWN,179.9,0.35,0.35,0.5098,0.66,0.3903,0.25,0.2537,1.19,2.99,0,-2.9901
8795,1789683600,EF,DOWN,182.2,0.4,0.4,0.5438,0.605,0.3025,0.25,0.3004,0.74,2.99,0,-2.9905
8795,1789683900,EF,DOWN,76.3,0.48,0.48,0.5943,0.525,0.1931,0.15,0.0561,1.11,3,0,-2.9952
8796,1789683900,EF,DOWN,76.4,0.48,0.48,0.5943,0.525,0.1931,0.15,0.0561,1.11,3,0,-2.9952
8795,1789684800,EF,DOWN,64.4,0.45,0.45,0.6098,0.555,0.303,0.25,0.2771,-1.05,2.99,1,3.4091
8795,1789685100,EF,DOWN,120.8,0.55,0.55,0.6975,0.455,0.2282,0.15,0.1374,-0.48,2.99,0,-2.9913
8796,1789685100,EF,DOWN,120.9,0.55,0.55,0.6975,0.455,0.2282,0.15,0.1401,-0.53,2.99,0,-2.9913
8796,1789686000,EF,DOWN,114.6,0.44,0.44,0.5402,0.565,0.1796,0.15,0.0335,-1.31,2.99,0,-2.9929
8795,1789686600,EF,UP,94.5,0.38,0.38,0.5694,0.375,0.4335,0.25,0.6789,4.31,2.99,1,4.5581
8796,1789686600,EF,UP,94.5,0.38,0.38,0.623,0.375,0.5684,0.25,0.6788,4.31,2.99,1,4.5581
8795,1789687200,EF,DOWN,85.7,0.47,0.47,0.6272,0.535,0.2849,0.15,0.0731,-0.57,3,0,-2.9972
8796,1789687200,EF,DOWN,85.7,0.47,0.47,0.6272,0.535,0.2849,0.15,0.0731,-0.57,3,0,-2.9972
8796,1789688100,REVERSAL,UP,156.4,,0.52,0.7954,,,0,,,3,1,2.5795
8795,1789688400,EF,UP,155.5,0.42,0.42,0.5694,0.415,0.3007,0.25,0.4851,2.48,3,1,3.8602
8795,1789688700,EF,UP,85.9,0.56,0.56,0.6776,0.555,0.1728,0.15,0.1097,0,3,1,2.1968
8795,1789689600,EF,UP,196.7,0.38,0.38,0.5314,0.33,0.3377,0.25,0.317,2.75,2.99,0,-2.9946
8796,1789689600,EF,UP,196.6,0.36,0.3674,0.5694,0.355,0.5109,0.25,0.3158,2.75,3,0,-5.9915
8796,1789689600,REVERSAL,UP,166.2,,0.17,0.6283,,,0,,,2.99,0,-5.9915
8795,1789690200,EF,DOWN,22,0.37,0.37,0.5098,0.635,0.3171,0.25,0.1795,0.71,3,0,-2.9966
8796,1789690200,EF,DOWN,22.6,0.39,0.3932,0.5438,0.615,0.3349,0.25,0.2075,0,2.99,0,-2.9919
8795,1789690800,EF,DOWN,21,0.57,0.57,0.6975,0.435,0.1868,0.15,0.0767,0,3,1,2.1077
8796,1789690800,EF,DOWN,21,0.57,0.57,0.6975,0.435,0.1868,0.15,0.0767,0,3,1,2.1077
8795,1789691100,EF,DOWN,148.7,0.42,0.42,0.5943,0.585,0.3576,0.25,0.1733,-0.08,3,1,3.8602
8796,1789691100,EF,DOWN,148.7,0.42,0.42,0.5943,0.585,0.3576,0.25,0.1708,-0.06,3,1,3.8602
8795,1789692000,EF,UP,169.1,0.46,0.46,0.5694,0.455,0.1911,0.15,0.0992,1.56,3,1,3.2834
8796,1789692000,EF,UP,169.2,0.46,0.46,0.5694,0.455,0.1911,0.15,0.0992,1.56,3,1,3.2834
8795,1789692300,EF,DOWN,43.6,0.41,0.41,0.5098,0.595,0.1921,0.15,0.0007,-0,3,0,-2.9989
8796,1789692300,EF,DOWN,43.6,0.41,0.41,0.5098,0.595,0.1921,0.15,0.0007,-0,3,0,-2.9989
8795,1789692900,EF,DOWN,76.4,0.41,0.41,0.5098,0.595,0.1921,0.15,0.1183,-1.65,3,0,-2.9989
8796,1789692900,EF,DOWN,86.2,0.41,0.41,0.5098,0.595,0.1921,0.15,0.1073,-1.65,3,0,-2.9989
8795,1789693200,EF,DOWN,172.9,0.4,0.4,0.5402,0.605,0.2937,0.25,0.3447,1.31,2.99,1,4.1845
8796,1789693200,EF,DOWN,103.9,0.35,0.35,0.5098,0.655,0.3903,0.25,0.5693,1.53,2.99,1,5.1813
8795,1789693500,EF,DOWN,68.3,0.33,0.33,0.5098,0.675,0.4724,0.25,0.5105,3.53,2.99,0,-2.9941
8796,1789693500,EF,DOWN,68.5,0.35,0.35,0.5098,0.66,0.3903,0.25,0.5511,2.74,2.99,0,-2.9901
8795,1789693800,EF,DOWN,146.3,0.51,0.51,0.6975,0.495,0.3207,0.25,0.5154,-1.04,1.13,1,1.0159
8796,1789693800,EF,DOWN,184.5,0.32,0.32,0.5438,0.685,0.6186,0.25,0.57,-2.34,3,1,8.218
8796,1789693800,REVERSAL,DOWN,146.4,,0.5505,0.6775,,,0,,,2.99,1,8.218
8795,1789694100,EF,UP,185,0.56,0.56,0.7473,0.54,0.2934,0.25,0.6053,3.52,3,0,-2.9996
8796,1789694100,EF,UP,186.9,0.46,0.46,0.6776,0.445,0.4174,0.25,0.7641,2.74,3,0,-5.9956
8796,1789694100,REVERSAL,UP,184.2,,0.16,0.8196,,,0,,,3,0,-5.9956
8795,1789695000,EF,DOWN,122.9,0.43,0.43,0.5943,0.575,0.327,0.25,0.3943,0.73,0.84,0,-0.8407
8796,1789695000,EF,DOWN,185.5,0.51,0.51,0.6272,0.495,0.1876,0.15,0.0928,0,3,0,-2.9995
8795,1789695900,EF,UP,69,0.51,0.51,0.6776,0.505,0.2831,0.25,0.5089,4.74,3,1,2.6868
8796,1789695900,EF,UP,68.8,0.51,0.51,0.6776,0.505,0.2831,0.25,0.3468,3.2,3,1,2.6868
8795,1789696500,EF,UP,168.9,0.36,0.36,0.623,0.355,0.6531,0.25,0.6025,3.13,3,1,4.9736
8796,1789696500,EF,UP,168.9,0.36,0.36,0.623,0.355,0.6531,0.25,0.6025,3.13,3,1,4.9736
8796,1789697700,EF,DOWN,45.9,0.47,0.47,0.6272,0.54,0.2849,0.25,0.4943,0,3,1,3.1517
8795,1789698000,EF,UP,107.3,0.51,0.51,0.6776,0.505,0.2831,0.25,0.3627,2.84,3,1,2.6868
8796,1789698000,EF,UP,107.3,0.51,0.51,0.6776,0.505,0.2831,0.25,0.3627,2.84,3,1,2.6868
8795,1789701900,EF,UP,107.4,0.33,0.33,0.5314,0.325,0.5348,0.25,0.9852,4.2,2.99,1,5.6725
8796,1789701900,EF,UP,105.8,0.34,0.34,0.5314,0.335,0.4907,0.25,0.875,4.2,2.99,1,5.4196
8795,1789702200,EF,UP,121.9,0.54,0.54,0.7167,0.535,0.2844,0.25,0.3929,7.4,2.99,0,-2.9934
8796,1789702200,EF,UP,122,0.54,0.54,0.7167,0.535,0.2844,0.25,0.3928,7.4,2.99,0,-2.9934
8795,1789702800,EF,UP,82.9,0.36,0.36,0.5314,0.355,0.41,0.25,1.0267,6.63,1.06,0,-1.0607
8796,1789702800,EF,UP,83,0.36,0.36,0.5896,0.355,0.5643,0.25,1.0879,7.14,1.06,0,-1.0607
8795,1789703100,EF,DOWN,142.6,0.4,0.4,0.5438,0.605,0.3025,0.25,0.3631,2.31,2.99,0,-2.9905
8796,1789703100,EF,DOWN,142.7,0.4,0.4,0.5438,0.605,0.3025,0.25,0.363,2.31,2.99,0,-2.9905
8795,1789703700,EF,DOWN,24.8,0.52,0.52,0.632,0.485,0.1746,0.15,0.1412,-0,3,1,2.5795
8795,1789704000,EF,DOWN,217.8,0.46,0.46,0.6272,0.545,0.3119,0.25,0.2309,0,3,1,3.2834
8796,1789704000,EF,DOWN,217.3,0.38,0.38,0.5402,0.635,0.3598,0.25,0.2349,0,0.79,1,1.207
8795,1789704600,EF,UP,99,0.38,0.3872,0.5694,0.375,0.4335,0.25,0.4163,2.46,2.99,1,4.419
8796,1789704600,EF,UP,77.5,0.41,0.41,0.5694,0.405,0.3315,0.25,0.3481,1.78,3,1,4.0255
8795,1789704900,EF,UP,101,0.51,0.511,0.6776,0.505,0.2831,0.25,0.5436,0.22,3,1,2.6757
8796,1789704900,EF,UP,114.3,0.47,0.47,0.6324,0.465,0.2955,0.25,0.6466,1.12,3,1,3.1517
8795,1789705200,EF,UP,25.5,0.46,0.46,0.623,0.455,0.3032,0.25,0.6548,1.46,3,0,-2.9992
8796,1789705200,EF,UP,25.4,0.46,0.46,0.623,0.455,0.3032,0.25,0.7885,1.46,3,0,-2.9992
8795,1789705500,EF,DOWN,75.9,0.4,0.4,0.5943,0.605,0.4234,0.25,1.113,-1.23,2.99,1,4.1845
8796,1789705500,EF,UP,63.9,0.49,0.49,0.6776,0.485,0.3335,0.25,0.4325,6.67,2.99,0,-2.9932
8795,1789705800,EF,DOWN,136.5,0.36,0.36,0.5098,0.645,0.3527,0.15,0.1169,-0.91,3,1,4.9736
8796,1789705800,EF,DOWN,135.7,0.38,0.38,0.5098,0.625,0.2834,0.15,0.1064,-0.46,2.99,1,7.7098
8796,1789705800,REVERSAL,DOWN,142.2,,0.47,0.7085,,,0,,,3,1,7.7098
8795,1789706700,EF,DOWN,80.7,0.32,0.32,0.5098,0.685,0.5173,0.25,0.4305,-3.61,3,1,5.9414
8796,1789706700,EF,DOWN,80.7,0.32,0.32,0.5098,0.685,0.5173,0.25,0.4305,-3.61,3,1,5.9414
8795,1789707000,EF,UP,61.4,0.47,0.47,0.623,0.465,0.2764,0.25,0.3484,2.84,3,1,3.1517
8796,1789707000,EF,UP,61.2,0.47,0.4709,0.623,0.465,0.2764,0.25,0.3482,2.84,3,1,3.1405
8795,1789707600,EF,DOWN,122.3,0.45,0.45,0.6975,0.555,0.4903,0.25,0.9022,-2.54,2.99,1,3.4091
8796,1789707600,EF,DOWN,118.6,0.41,0.41,0.6272,0.595,0.4665,0.25,0.9988,-1.87,3,1,4.0255
8795,1789707900,EF,UP,176.4,0.43,0.43,0.623,0.395,0.3911,0.25,0.3186,2.86,2.99,1,3.7028
8796,1789707900,EF,UP,176.4,0.43,0.43,0.623,0.425,0.3911,0.25,0.3185,2.86,2.99,1,3.7028
8795,1789708500,EF,DOWN,34.7,0.54,0.54,0.7164,0.465,0.284,0.25,1.1334,1.71,2.99,1,2.377
8796,1789708500,EF,UP,121.9,0.43,0.43,0.5896,0.42,0.3164,0.25,0.5307,3.26,2.99,0,-2.9949
8795,1789708800,EF,DOWN,60.1,0.35,0.35,0.5943,0.655,0.6208,0.25,0.5251,-4.12,2.99,1,5.1813
8796,1789708800,EF,DOWN,60,0.35,0.35,0.5943,0.655,0.6208,0.25,0.5251,-4.12,2.99,1,5.1813
8795,1789709100,EF,UP,216.1,0.27,0.27,0.7473,0.265,1.6265,0.25,1.2427,8.54,3,1,7.5599
8796,1789709100,EF,UP,216,0.29,0.29,0.6776,0.285,1.2205,0.25,0.8758,4.07,1.52,1,3.4779
8796,1789709700,EF,DOWN,33,0.44,0.44,0.5943,0.565,0.2978,0.25,0.3996,-2.65,2.99,0,-2.9929
8795,1789711500,EF,DOWN,80.3,0.44,0.44,0.5943,0.565,0.2978,0.25,0.7261,0.96,2.99,1,3.5526
8796,1789711500,EF,DOWN,80.5,0.44,0.44,0.6272,0.565,0.3695,0.25,0.7408,-0.16,2.99,1,3.5526
8795,1789711800,EF,UP,81.9,0.39,0.39,0.623,0.385,0.5293,0.25,0.7944,4.26,2.99,0,-2.9926
8796,1789711800,EF,UP,82,0.39,0.39,0.623,0.385,0.5293,0.25,0.795,4.26,2.99,0,-2.9926
8795,1789712400,EF,UP,145.1,0.48,0.48,0.6776,0.475,0.3603,0.25,0.4664,1.5,3,1,3.0256
8796,1789712400,EF,UP,145.3,0.55,0.55,0.7667,0.545,0.35,0.25,0.8461,4.65,2.99,1,2.2814
8795,1789712700,EF,DOWN,184.8,0.5,0.5,0.6975,0.505,0.3461,0.25,0.4345,-1.18,2.99,1,2.7889
8796,1789712700,EF,DOWN,71.7,0.44,0.44,0.5943,0.565,0.2978,0.25,0.3018,0.26,2.99,1,3.5526
8795,1789713000,EF,DOWN,119.9,0.52,0.52,0.632,0.485,0.1746,0.15,0.1263,-0.77,3,1,2.5795
8796,1789713000,EF,DOWN,119.7,0.52,0.52,0.6416,0.485,0.1923,0.15,0.1667,-0.77,3,1,2.5795
8795,1789713300,EF,UP,60.7,0.39,0.39,0.5896,0.385,0.4472,0.25,0.8429,5.93,2.99,1,4.3664
8796,1789713300,EF,UP,60.4,0.39,0.39,0.5694,0.385,0.3977,0.25,0.5307,3.41,2.99,1,4.3664
8795,1789713600,EF,DOWN,105.9,0.56,0.56,0.6975,0.445,0.2071,0.15,0.0978,-3.2,3,1,2.1968
8796,1789713600,EF,DOWN,105.9,0.56,0.56,0.6975,0.445,0.2071,0.15,0.0978,-3.2,3,1,2.1968
8795,1789714200,EF,DOWN,69.8,0.5,0.5,0.6272,0.505,0.2104,0.15,0.1471,-4.13,2.99,1,2.7889
8796,1789714200,EF,DOWN,69.6,0.5,0.5,0.632,0.505,0.2198,0.15,0.1472,-4.13,2.99,1,2.7889
8795,1789714500,EF,UP,167.4,0.33,0.33,0.5314,0.325,0.5348,0.25,0.5528,1.64,2.99,1,5.6725
8796,1789714500,EF,UP,167.5,0.33,0.33,0.5694,0.32,0.6446,0.25,0.5901,1.64,2.99,1,11.3451
8796,1789714500,REVERSAL,UP,168.3,,0.33,0.6522,,,0,,,2.99,1,11.3451
8795,1789714800,EF,DOWN,113.7,0.4,0.4,0.5438,0.605,0.3025,0.25,0.8761,0.83,2.99,0,-2.9905
8796,1789714800,EF,DOWN,113.5,0.4,0.4,0.5438,0.605,0.3025,0.25,0.854,0.83,2.99,0,-2.9905
8795,1789715100,EF,DOWN,193.3,0.37,0.37,0.5098,0.64,0.3171,0.25,0.6222,1.64,1.93,1,3.0684
8796,1789715100,EF,DOWN,193.2,0.35,0.35,0.5098,0.655,0.3903,0.25,0.6633,1.67,2.99,1,5.1813
8795,1789715400,EF,DOWN,56.2,0.38,0.38,0.5098,0.625,0.2834,0.25,0.3567,0.51,2.99,0,-2.9946
8796,1789715400,EF,DOWN,56.2,0.38,0.38,0.5098,0.625,0.2834,0.25,0.3567,0.51,2.99,0,-2.9946
8795,1789715700,EF,UP,189,0.54,0.54,0.7473,0.535,0.3394,0.25,0.5965,5.3,2.99,1,2.377
8796,1789715700,EF,UP,189,0.54,0.54,0.7473,0.535,0.3394,0.25,0.5592,4.97,2.99,1,2.377
8795,1789716000,EF,DOWN,174.1,0.39,0.39,0.5943,0.615,0.4589,0.25,0.8485,-1.25,2.99,0,-2.9926
8796,1789716000,EF,DOWN,169.7,0.38,0.38,0.5402,0.625,0.3598,0.25,0.6917,-1.25,2.99,0,-2.9946
8795,1789716300,EF,UP,55.9,0.49,0.49,0.6776,0.485,0.3335,0.25,0.4715,6.23,2.99,0,-2.9932
8796,1789716300,EF,UP,55.6,0.49,0.49,0.6776,0.485,0.3335,0.25,0.4276,6.21,2.99,0,-2.9932
8795,1789716600,EF,DOWN,120.5,0.4,0.4,0.5402,0.605,0.2937,0.25,0.4819,0.26,2.99,0,-2.9905
8796,1789716600,EF,DOWN,120.3,0.39,0.39,0.5438,0.615,0.3349,0.25,0.4776,0.26,2.99,0,-2.9926
8795,1789716900,EF,DOWN,55.9,0.36,0.36,0.5098,0.645,0.3527,0.25,0.184,-2.8,3,1,4.9736
8796,1789716900,EF,DOWN,55.9,0.36,0.36,0.5098,0.645,0.3527,0.25,0.184,-2.8,3,1,4.9736
8795,1789717200,EF,UP,97.9,0.32,0.32,0.5314,0.315,0.5816,0.25,0.3918,1.04,3,1,5.9414
8796,1789717200,EF,UP,119.4,0.51,0.51,0.7167,0.505,0.357,0.25,0.8297,1.53,3,1,5.3736
8796,1789717200,REVERSAL,UP,119.1,,0.51,0.6238,,,0,,,3,1,5.3736
8795,1789717500,EF,UP,65.6,0.41,0.41,0.5694,0.405,0.3315,0.25,0.5354,-1.56,3,0,-2.9989
8796,1789717500,EF,UP,65.7,0.41,0.41,0.5694,0.405,0.3315,0.25,0.5289,-1.56,3,0,-2.9989
8795,1789718100,EF,DOWN,63.1,0.44,0.44,0.5943,0.57,0.2978,0.25,0.2711,-3.71,2.99,0,-2.9929
8796,1789718100,EF,DOWN,62.5,0.48,0.48,0.5943,0.525,0.1931,0.15,0.1162,-1.96,3,0,-2.9952
8796,1789718400,EF,UP,96.3,0.57,0.57,0.7473,0.565,0.2716,0.25,0.4001,9.25,3,1,2.1077
8795,1789719000,EF,UP,36.6,0.42,0.42,0.5694,0.415,0.3007,0.25,0.3496,0,3,1,3.8602
8796,1789719000,EF,UP,36.5,0.42,0.42,0.5694,0.415,0.3007,0.25,0.3495,0,3,1,3.8602
8795,1789719300,EF,UP,84.9,0.36,0.36,0.5694,0.355,0.5109,0.25,0.3513,3.57,3,1,4.9736
8796,1789719300,EF,UP,84.8,0.36,0.36,0.5314,0.355,0.41,0.25,0.3552,3.57,3,1,4.9736
8795,1789720200,EF,DOWN,159.2,0.38,0.38,0.5402,0.625,0.3598,0.25,0.4692,-1.08,2.99,0,-2.9946
8796,1789720200,EF,DOWN,159.1,0.43,0.43,0.5909,0.575,0.3194,0.25,0.4676,-1.08,2.99,0,-2.9949
8795,1789720800,EF,DOWN,131.5,0.54,0.54,0.7346,0.465,0.3166,0.25,0.311,-3.41,2.99,0,-2.9934
8796,1789720800,EF,UP,147.4,0.42,0.42,0.5896,0.415,0.3468,0.25,0.501,1.25,3,1,3.8602
8796,1789721100,EF,UP,178.5,0.57,0.57,0.7473,0.565,0.2716,0.25,0.5978,5.51,3,1,2.1077
8796,1789722000,EF,UP,23.9,0.47,0.47,0.623,0.465,0.2764,0.25,0.9027,-2.84,3,1,3.1517
8795,1789722300,EF,DOWN,65.9,0.43,0.43,0.5943,0.575,0.327,0.25,0.898,-0.45,2.99,0,-2.9949
8796,1789722300,EF,DOWN,65.3,0.44,0.44,0.5943,0.565,0.2978,0.25,0.6679,0.46,2.99,0,-2.9929
8795,1789722900,EF,DOWN,104.4,0.46,0.46,0.6272,0.545,0.3119,0.25,0.5949,-4.19,3,1,3.2834
8796,1789722900,EF,DOWN,105.2,0.51,0.51,0.7164,0.495,0.3566,0.25,0.6512,-5.9,3,1,2.6868
8795,1789723200,EF,DOWN,221.7,0.38,0.38,0.5098,0.625,0.2834,0.25,0.528,0.26,2.99,1,4.5581
8796,1789723200,EF,DOWN,221.8,0.37,0.37,0.5098,0.635,0.3171,0.25,0.5364,0.26,3,1,4.7602
8795,1789724400,EF,UP,187,0.42,0.42,0.5694,0.415,0.3007,0.25,0.2329,1.28,3,1,3.8602
8796,1789724400,EF,UP,187,0.42,0.42,0.5694,0.415,0.3007,0.25,0.2329,1.28,3,1,3.8602
8795,1789725600,EF,DOWN,87.3,0.43,0.43,0.5943,0.575,0.327,0.25,0.3768,-1.53,2.99,1,3.7028
8796,1789725600,EF,DOWN,87.4,0.41,0.41,0.5943,0.595,0.3897,0.25,0.3767,-1.53,3,1,4.0255
8795,1789725900,EF,UP,108.4,0.44,0.44,0.5896,0.435,0.2874,0.25,1.0088,4.65,2.99,0,-2.9929
8796,1789725900,EF,UP,108.4,0.46,0.46,0.623,0.455,0.3032,0.25,1.0088,4.65,3,0,-2.9992
8795,1789726500,EF,DOWN,86.4,0.29,0.29,0.5098,0.715,0.6706,0.25,0.2311,-3.4,2.99,0,-2.9916
8796,1789726500,EF,DOWN,86.4,0.29,0.29,0.5098,0.715,0.6706,0.25,0.2311,-3.4,2.99,0,-2.9916
8795,1789726800,EF,DOWN,146.3,0.48,0.48,0.5943,0.525,0.1931,0.15,0.1144,-1.97,3,1,3.0256
8796,1789726800,EF,DOWN,97.2,0.42,0.42,0.5402,0.585,0.2339,0.15,0.1001,-0.33,3,1,3.8602
8795,1789727100,EF,UP,121.9,0.48,0.48,0.6776,0.475,0.3603,0.25,0.3204,1.6,3,1,3.0256
8796,1789727100,EF,UP,122,0.48,0.48,0.6776,0.475,0.3603,0.25,0.4072,2.37,3,1,3.0256
8795,1789727400,EF,UP,103.5,0.51,0.51,0.623,0.505,0.1797,0.15,0.0512,-0.38,3,1,2.6868
8796,1789727400,EF,DOWN,124,0.42,0.42,0.5943,0.585,0.3576,0.25,0.2037,-1.91,3,0,-2.9969
8795,1789728300,EF,DOWN,95.4,0.45,0.45,0.6272,0.58,0.34,0.25,0.4831,-2.3,2.99,0,-2.9909
8795,1789728600,EF,DOWN,36,0.38,0.38,0.5098,0.625,0.2834,0.25,0.5504,-2.53,2.99,0,-2.9946
8796,1789728600,EF,DOWN,36,0.38,0.38,0.5098,0.625,0.2834,0.25,0.5434,-2.53,2.99,0,-2.9946
8795,1789729200,EF,UP,75.4,0.47,0.47,0.623,0.465,0.2764,0.25,0.2761,0.96,3,1,3.1517
8796,1789729200,EF,UP,73.6,0.46,0.46,0.623,0.455,0.3032,0.25,0.2478,0,3,1,3.2834
8795,1789729500,EF,DOWN,24.6,0.29,0.29,0.5098,0.725,0.6706,0.25,1.2437,-4.9,2.99,1,6.8359
8796,1789729500,EF,DOWN,24.6,0.29,0.29,0.5402,0.725,0.7701,0.25,1.4713,-4.59,2.99,1,6.8359
8795,1789729800,EF,DOWN,19.2,0.37,0.37,0.5098,0.635,0.3171,0.25,0.5434,-1.79,3,1,4.7602
8796,1789729800,EF,DOWN,19.3,0.37,0.37,0.5098,0.635,0.3171,0.25,0.5434,-1.79,3,1,4.7602
8795,1789730100,EF,DOWN,138.4,0.39,0.3932,0.6975,0.63,0.712,0.25,0.8816,-2.82,2.99,0,-2.9919
8796,1789730100,EF,DOWN,138.2,0.39,0.39,0.6416,0.63,0.5748,0.25,0.905,-2.82,2.99,0,-2.9926
8795,1789730400,EF,DOWN,181.9,0.43,0.43,0.632,0.575,0.4112,0.25,0.4175,-2.16,2.99,1,3.7028
8796,1789730400,EF,UP,68.1,0.42,0.42,0.5694,0.41,0.3007,0.25,0.3855,-0.89,3,0,-2.9969
8795,1789730700,EF,UP,90.9,0.44,0.44,0.6024,0.435,0.3154,0.25,0.3778,0.92,2.99,0,-2.9929
8796,1789730700,EF,UP,217.7,0.46,0.46,0.623,0.455,0.3032,0.25,0.5224,0.66,3,0,-2.9992
8795,1789732200,EF,UP,87.2,0.48,0.48,0.5896,0.475,0.1836,0.15,0.0625,-0.46,3,1,3.0256
8796,1789732200,EF,UP,87.3,0.48,0.48,0.623,0.475,0.2507,0.15,0.1019,-0.01,3,1,3.0256
8795,1789732500,EF,DOWN,36.4,0.44,0.44,0.5943,0.565,0.2978,0.25,0.6474,-4.98,2.99,1,3.5526
8796,1789732500,EF,DOWN,36.4,0.44,0.44,0.5943,0.565,0.2978,0.25,0.6149,-4.73,2.99,1,3.5526
8795,1789732800,EF,UP,134.3,0.44,0.44,0.5896,0.435,0.2874,0.25,0.4401,-2.1,2.99,0,-2.9929
8796,1789732800,EF,UP,134.6,0.33,0.33,0.5314,0.325,0.5348,0.25,0.5123,-1.03,2.99,0,-2.9941
8795,1789733100,EF,DOWN,64.6,0.37,0.37,0.5098,0.635,0.3171,0.25,0.4467,-9.06,3,1,4.7602
8796,1789733100,EF,DOWN,64.7,0.37,0.37,0.5438,0.635,0.405,0.25,0.3521,-9.06,3,1,4.7602
