epoch,utc_time,raw_fired,fixed_fired,side_raw,side_fixed,ask_raw,ask_fixed,won_raw,won_fixed,paper_pnl_raw,paper_pnl_fixed,exec_exp_pnl_raw,exec_exp_pnl_fixed,exec_p05_cum_raw,exec_p95_cum_raw,exec_p05_cum_fixed,exec_p95_cum_fixed,grading_source
1789706700,2026-09-18 04:45:00,1,1,DOWN,DOWN,0.3800,0.3800,1,1,15.8818,15.8818,7.5635,7.0189,-249.7640,-88.8202,-228.9408,-94.0722,engine
1789707600,2026-09-18 05:00:00,1,1,DOWN,DOWN,0.5900,0.5900,1,1,6.6622,6.6622,3.0924,3.0195,-248.6249,-84.7445,-226.7025,-90.7052,engine
1789714200,2026-09-18 06:50:00,1,1,DOWN,DOWN,0.5700,0.5700,1,1,7.2429,7.2429,3.2051,3.5778,-244.4014,-79.5568,-222.5160,-85.7760,engine
1789714800,2026-09-18 07:00:00,1,0,DOWN,,0.4400,,0,,-10.3920,0,-6.8525,0,-251.5892,-88.8520,-222.5160,-85.7760,engine
1789716000,2026-09-18 07:20:00,1,1,DOWN,DOWN,0.4600,0.4600,0,0,-10.3780,-10.3780,-6.6980,-6.6257,-259.4337,-95.9907,-230.2136,-91.8134,engine
1789716300,2026-09-18 07:25:00,1,1,UP,UP,0.4600,0.4600,0,0,-10.3780,-10.3780,-6.5725,-6.5835,-267.3538,-102.5720,-236.5711,-98.5916,engine
1789716600,2026-09-18 07:30:00,1,0,DOWN,,0.3900,,0,,-10.4270,0,-6.6666,0,-275.8206,-108.8921,-236.5711,-98.5916,engine
1789716900,2026-09-18 07:35:00,1,0,DOWN,,0.3900,,1,,15.2140,0,7.3404,0,-267.6140,-100.8167,-236.5711,-98.5916,engine
1789717200,2026-09-18 07:40:00,1,1,UP,UP,0.4300,0.4300,1,1,12.8568,12.8568,5.9852,5.9736,-260.2317,-95.8369,-230.3540,-89.9117,engine
1789718100,2026-09-18 07:55:00,1,1,DOWN,DOWN,0.4900,0.5300,0,0,-10.3570,-10.3290,-6.7158,-6.8831,-268.4169,-101.7347,-237.9333,-96.1722,engine
1789719300,2026-09-18 08:15:00,1,1,UP,UP,0.4900,0.4900,1,1,10.0512,10.0512,4.8163,4.4715,-265.0588,-99.1323,-233.7892,-89.4933,engine
1789730100,2026-09-18 11:15:00,1,1,DOWN,DOWN,0.4000,0.4000,0,0,-10.4200,-10.4200,-6.8393,-6.6724,-271.8851,-100.1600,-242.6592,-97.6608,engine
1789733100,2026-09-18 12:05:00,1,1,DOWN,DOWN,0.5500,0.5500,1,1,7.8668,7.8668,3.7351,3.6711,-269.2591,-95.7334,-240.1290,-95.3574,engine
1789735200,2026-09-18 12:40:00,1,1,DOWN,DOWN,0.4000,0.5600,0,0,-10.4200,-10.3080,-6.8074,-6.8885,-275.5943,-102.8201,-247.2292,-100.3278,engine
1789737900,2026-09-18 13:25:00,1,1,UP,UP,0.5100,0.5100,1,1,9.2648,9.2648,4.3352,4.3027,-272.5264,-98.6256,-241.2855,-97.3284,engine
1789738800,2026-09-18 13:40:00,1,1,DOWN,DOWN,0.3300,0.3300,0,0,-10.4690,-10.4690,-6.9869,-6.6622,-275.7990,-105.6385,-248.3347,-102.4415,engine
1789740300,2026-09-18 14:05:00,1,1,DOWN,DOWN,0.3400,0.3400,1,1,18.9498,18.9498,9.2278,8.6366,-267.4143,-95.4491,-240.7020,-94.0175,engine
1789740600,2026-09-18 14:10:00,1,1,DOWN,UP,0.4200,0.7500,0,1,-10.4060,3.1583,-6.5906,1.4604,-273.8530,-101.5146,-238.9451,-91.5426,engine
1789742100,2026-09-18 14:35:00,1,1,DOWN,DOWN,0.4900,0.6400,1,1,10.0512,5.3730,4.5783,2.4956,-270.4688,-96.3852,-235.3378,-90.4344,engine
1789743000,2026-09-18 14:50:00,1,1,UP,UP,0.4800,0.4800,0,0,-10.3640,-10.3640,-6.6371,-6.5840,-276.7940,-105.0401,-244.9542,-96.7020,engine
1789743600,2026-09-18 15:00:00,1,1,DOWN,DOWN,0.4800,0.4800,1,1,10.4693,10.4693,4.7768,5.0167,-272.9756,-99.2658,-240.9032,-91.2968,engine
1789745700,2026-09-18 15:35:00,1,1,DOWN,DOWN,0.5600,0.5600,0,0,-10.3080,-10.3080,-6.4062,-6.8255,-276.8355,-106.4228,-247.0021,-96.1155,engine
1789746300,2026-09-18 15:45:00,1,1,UP,UP,0.3900,0.3900,1,1,15.2140,15.2140,7.1361,7.4306,-270.2148,-99.0407,-240.2339,-89.5106,engine
1789747200,2026-09-18 16:00:00,1,1,DOWN,DOWN,0.4100,0.4900,0,0,-10.4130,-10.3570,-6.7821,-6.6742,-278.5679,-104.5844,-247.5146,-93.9566,engine
1789747500,2026-09-18 16:05:00,1,1,DOWN,DOWN,0.2700,0.2700,0,0,-10.5110,-10.5110,-6.7935,-6.8982,-288.7163,-113.1593,-255.9332,-103.3381,engine
1789748100,2026-09-18 16:15:00,1,0,DOWN,,0.3700,,0,,-10.4410,0,-7.0494,0,-295.9909,-117.6108,-255.9332,-103.3381,engine
1789748700,2026-09-18 16:25:00,1,1,DOWN,DOWN,0.4300,0.4300,0,0,-10.3990,-10.3990,-6.6592,-6.5959,-300.7501,-126.3085,-263.3333,-109.2333,engine
1789751100,2026-09-18 17:05:00,1,1,DOWN,DOWN,0.3900,0.5300,1,1,15.2140,8.5389,7.4067,4.0373,-296.2518,-118.9749,-259.9502,-105.2584,engine
1789751400,2026-09-18 17:10:00,1,1,UP,UP,0.4700,0.4700,1,1,10.9056,10.9056,5.2490,5.0212,-290.2246,-112.5855,-253.8283,-99.7330,engine
1789751700,2026-09-18 17:15:00,1,1,DOWN,DOWN,0.5200,0.5200,1,1,8.8948,8.8948,4.1841,4.3273,-286.8831,-107.4604,-249.6642,-96.0047,engine
1789752300,2026-09-18 17:25:00,1,1,DOWN,DOWN,0.3700,0.4300,0,0,-10.4410,-10.3990,-6.7471,-6.6275,-295.4396,-113.1643,-255.7048,-100.2171,engine
1789755000,2026-09-18 18:10:00,1,0,DOWN,,0.3900,,1,,15.2140,0,7.1212,0,-286.5606,-106.2350,-255.7048,-100.2171,engine
1789756500,2026-09-18 18:35:00,1,0,DOWN,,0.4000,,0,,-10.4200,0,-6.6818,0,-295.5225,-113.0272,-255.7048,-100.2171,engine
1789758900,2026-09-18 19:15:00,1,1,DOWN,DOWN,0.3100,0.3100,0,0,-10.4830,-10.4830,-6.6937,-6.9750,-301.4796,-119.4013,-263.4310,-108.9945,engine
1789761300,2026-09-18 19:55:00,1,1,UP,UP,0.5400,0.5400,1,1,8.1965,8.1965,3.7876,3.6546,-297.9876,-115.8163,-260.1235,-105.3948,engine
1789761900,2026-09-18 20:05:00,1,1,DOWN,DOWN,0.6100,0.6100,1,1,6.1204,6.1204,2.7762,2.8336,-295.1781,-113.0272,-255.8824,-103.5753,engine
1789764600,2026-09-18 20:50:00,1,0,UP,,0.4700,,0,,-10.3710,0,-6.7647,0,-303.0674,-120.1704,-255.8824,-103.5753,engine
1789764900,2026-09-18 20:55:00,1,1,UP,UP,0.4500,0.4500,0,0,-10.3850,-10.3850,-6.7119,-6.6508,-309.9824,-123.3995,-263.2282,-110.7145,engine
1789768200,2026-09-18 21:50:00,1,1,DOWN,DOWN,0.4400,0.4400,0,0,-10.3920,-10.3920,-6.6758,-6.9963,-317.7108,-131.3903,-271.3790,-116.9466,engine
1789771200,2026-09-18 22:40:00,1,1,DOWN,DOWN,0.4100,0.5300,1,1,13.9772,8.5389,7.1171,4.1308,-308.8958,-124.4609,-267.7572,-113.9044,engine
1789771800,2026-09-18 22:50:00,1,1,DOWN,DOWN,0.3400,0.3400,0,0,-10.4620,-10.4620,-6.9196,-7.0764,-317.0165,-131.1040,-275.2015,-119.6790,engine
1789775400,2026-09-18 23:50:00,1,0,DOWN,,0.4000,,0,,-10.4200,0,-6.8905,0,-325.1294,-136.4662,-275.2015,-119.6790,engine
1789779600,2026-09-19 01:00:00,1,1,DOWN,DOWN,0.5900,0.5900,1,1,6.6622,6.6622,3.0260,3.1806,-322.9165,-135.2534,-270.9228,-115.5300,engine
